,Location,Total Land Area (acres),Number of Cows,Farm Size,Quantity (liters/kg),Price per Unit,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
1351,West Bengal,544.21,14,Medium,704.0,95.38,386,98.03,37839.58,Online,318,70.43,93.49
1352,Tamil Nadu,474.74,99,Small,121.94,73.13,13,73.22,951.86,Online,108,79.19,148.12
1353,Chandigarh,23.73,47,Large,448.57,91.3,342,93.05,31823.1,Wholesale,106,40.12,42.98
1354,Chandigarh,780.15,44,Small,127.41,93.33,32,96.34,3082.88,Wholesale,95,41.59,194.87
1355,Gujarat,903.78,22,Medium,930.98,53.39,201,49.82,10013.82,Retail,729,58.82,77.49
1356,Jharkhand,926.0,15,Large,322.8,25.46,16,20.59,329.44,Online,306,29.81,191.71
1357,Maharashtra,399.44,22,Medium,938.31,45.82,893,48.66,43453.38,Retail,45,89.02,157.12
1358,Telangana,330.87,92,Medium,809.62,47.46,327,44.8,14649.6,Wholesale,482,55.64,29.72
1359,Jharkhand,127.46,33,Large,784.78,39.97,650,44.94,29211.0,Retail,134,74.14,132.53
1360,Karnataka,999.18,50,Large,801.44,29.44,17,24.98,424.66,Retail,784,24.04,33.88
1361,Tamil Nadu,743.95,93,Medium,334.02,41.27,122,37.96,4631.12,Online,212,20.35,184.94
1362,Maharashtra,173.78,79,Large,455.34,42.16,298,44.57,13281.86,Retail,157,17.17,151.11
1363,Uttar Pradesh,710.28,57,Small,392.01,19.57,35,19.27,674.45,Online,357,34.43,196.11
1364,Gujarat,593.34,63,Small,838.68,25.58,625,24.75,15468.75,Wholesale,213,78.68,50.55
1365,Haryana,88.97,25,Small,724.92,62.12,537,61.72,33143.64,Online,187,44.91,94.17
1366,Kerala,178.54,25,Medium,864.34,78.95,609,76.6,46649.4,Online,255,54.67,196.53
1367,Jharkhand,657.8,46,Small,513.3,53.23,351,52.43,18402.93,Online,162,28.88,102.15
1368,Jharkhand,316.18,29,Small,299.19,84.77,267,80.1,21386.7,Online,32,76.8,92.3
1369,Uttar Pradesh,504.58,78,Large,534.42,82.57,76,77.84,5915.84,Retail,458,64.69,136.57
1370,Delhi,426.39,26,Large,473.65,80.8,232,76.09,17652.88,Online,241,37.58,176.65
1371,Madhya Pradesh,713.4,89,Large,597.46,67.44,158,65.56,10358.48,Retail,439,40.66,24.37
1372,Gujarat,608.73,80,Small,210.83,86.06,82,89.73,7357.86,Wholesale,128,66.8,122.56
1373,Chandigarh,788.25,36,Medium,523.82,79.45,53,75.91,4023.23,Online,470,53.89,193.9
1374,Chandigarh,136.84,43,Small,624.3,20.61,373,19.6,7310.8,Wholesale,251,65.17,36.15
1375,Kerala,549.05,78,Medium,659.08,12.12,527,8.54,4500.58,Online,132,73.59,126.08
1376,Kerala,538.75,77,Large,641.52,30.72,311,27.78,8639.58,Online,330,72.87,155.6
1377,West Bengal,65.98,53,Medium,832.72,33.17,237,35.6,8437.2,Wholesale,595,25.11,66.27
1378,Chandigarh,546.65,58,Large,679.98,87.91,642,91.65,58839.3,Online,37,17.94,83.45
1379,Gujarat,430.75,90,Medium,317.45,42.39,59,43.22,2549.98,Retail,258,44.6,67.76
1380,West Bengal,614.24,24,Small,283.62,73.92,184,69.47,12782.48,Wholesale,99,32.9,84.32
1381,Chandigarh,846.66,69,Small,303.51,16.2,253,19.65,4971.45,Online,50,95.51,124.57
1382,Rajasthan,287.57,15,Large,933.22,26.05,746,30.36,22648.56,Wholesale,187,27.23,191.38
1383,Karnataka,472.22,63,Small,564.5,42.54,74,44.47,3290.78,Wholesale,490,25.4,109.34
1384,Bihar,338.27,87,Medium,667.54,18.31,377,15.81,5960.37,Retail,290,66.16,21.06
1385,Chandigarh,232.45,52,Small,810.55,41.34,579,44.43,25724.97,Wholesale,231,65.23,59.52
1386,West Bengal,873.82,59,Large,967.15,22.73,265,18.38,4870.7,Retail,702,49.52,32.72
1387,Chandigarh,589.36,65,Medium,9.02,14.3,2,12.05,24.1,Wholesale,7,17.94,26.95
1388,West Bengal,593.36,89,Large,169.73,13.91,33,10.46,345.18,Online,136,76.62,59.95
1389,Jharkhand,214.39,75,Large,577.13,88.49,540,89.36,48254.4,Online,37,48.59,94.02
1390,Jharkhand,773.84,70,Large,26.33,60.63,8,58.45,467.6,Retail,18,54.65,193.67
1391,Chandigarh,454.41,74,Small,483.64,37.66,368,35.85,13192.8,Retail,115,36.01,170.26
1392,Chandigarh,991.86,27,Large,184.64,83.67,77,84.81,6530.37,Online,107,58.9,100.16
1393,Gujarat,619.6,89,Medium,956.89,54.59,107,51.93,5556.51,Retail,849,35.86,79.69
1394,Telangana,761.08,34,Small,416.97,81.41,18,80.98,1457.64,Wholesale,398,67.99,57.19
1395,Karnataka,345.33,64,Large,411.32,22.54,211,25.02,5279.22,Wholesale,200,46.82,198.07
1396,Madhya Pradesh,602.91,54,Large,33.31,52.35,1,53.55,53.55,Retail,32,53.67,123.79
1397,Delhi,951.39,34,Small,73.92,34.31,36,29.7,1069.2,Retail,37,63.02,59.98
1398,Tamil Nadu,732.95,93,Large,721.88,74.32,113,72.72,8217.36,Wholesale,608,57.36,63.15
1399,Bihar,128.26,82,Medium,635.0,66.49,394,61.71,24313.74,Online,241,94.06,31.86
1400,Tamil Nadu,588.7,100,Large,214.56,49.01,52,53.43,2778.36,Retail,162,73.45,25.53
1401,Chandigarh,543.16,96,Small,920.05,47.7,541,47.63,25767.83,Retail,379,65.63,132.8
1402,Maharashtra,645.53,81,Large,426.18,11.85,418,16.44,6871.92,Wholesale,8,76.13,148.3
1403,Uttar Pradesh,983.65,31,Small,544.85,55.46,8,50.55,404.4,Retail,536,79.68,52.53
1404,Uttar Pradesh,963.59,84,Medium,108.13,33.35,43,36.2,1556.6,Wholesale,65,81.22,157.3
1405,Karnataka,792.1,13,Small,721.09,88.25,448,87.13,39034.24,Retail,273,32.22,34.65
1406,Haryana,445.09,28,Medium,450.92,37.89,420,39.54,16606.8,Wholesale,30,80.55,141.47
1407,Rajasthan,131.01,14,Small,117.18,89.38,38,89.46,3399.48,Wholesale,79,21.87,124.46
1408,Telangana,299.44,36,Small,554.62,25.81,225,25.78,5800.5,Wholesale,329,73.59,56.79
1409,Delhi,590.15,35,Medium,816.57,96.5,467,95.15,44435.05,Online,349,37.13,127.31
1410,Chandigarh,877.22,64,Medium,369.28,72.8,355,68.68,24381.4,Online,14,27.59,174.32
1411,Uttar Pradesh,50.65,64,Medium,769.7,47.84,423,48.77,20629.71,Retail,346,18.81,46.89
1412,Uttar Pradesh,853.47,28,Large,804.87,60.91,62,61.67,3823.54,Retail,742,97.0,27.29
1413,Uttar Pradesh,593.99,60,Medium,427.74,47.56,99,44.65,4420.35,Online,328,39.47,44.04
1414,Delhi,188.53,43,Large,822.84,36.01,275,35.4,9735.0,Retail,547,83.34,32.23
1415,Jharkhand,610.19,97,Small,870.63,41.7,854,45.14,38549.56,Online,16,79.19,114.05
1416,Bihar,667.43,61,Small,709.93,15.18,547,17.87,9774.89,Wholesale,162,17.32,188.45
1417,Chandigarh,423.66,94,Medium,154.52,77.9,78,79.42,6194.76,Wholesale,76,99.15,110.17
1418,Karnataka,300.97,25,Large,361.95,11.46,339,11.68,3959.52,Retail,22,79.01,138.27
1419,Karnataka,80.51,39,Large,653.24,69.57,42,65.84,2765.28,Online,611,90.8,113.09
1420,Haryana,667.92,28,Small,250.27,13.24,155,10.97,1700.35,Retail,95,26.75,177.82
1421,Delhi,99.5,34,Small,840.73,32.9,409,36.53,14940.77,Online,431,32.15,29.75
1422,Maharashtra,250.55,63,Large,276.6,76.3,178,76.29,13579.62,Retail,98,81.6,38.59
1423,Delhi,188.62,70,Small,66.15,31.71,43,36.25,1558.75,Retail,23,66.34,180.72
1424,West Bengal,517.95,33,Small,858.82,87.33,818,91.62,74945.16,Online,40,57.1,110.47
1425,Maharashtra,409.28,94,Small,266.25,77.62,186,75.61,14063.46,Online,80,40.72,27.88
1426,Rajasthan,581.67,69,Medium,137.74,80.81,15,81.51,1222.65,Wholesale,122,80.0,116.92
1427,Jharkhand,472.69,62,Small,588.84,37.57,244,33.67,8215.48,Retail,344,19.22,43.83
1428,Kerala,501.86,61,Medium,544.08,23.79,509,22.21,11304.89,Online,35,98.94,70.05
1429,Jharkhand,220.86,55,Small,891.84,41.33,753,39.07,29419.71,Wholesale,138,66.18,51.43
1430,Kerala,614.7,89,Large,749.78,23.27,221,23.94,5290.74,Online,528,43.32,49.46
1431,Delhi,97.05,18,Large,612.53,30.53,232,32.18,7465.76,Wholesale,380,46.4,84.93
1432,Bihar,419.78,28,Large,573.62,48.58,565,52.52,29673.8,Retail,8,19.77,199.2
1433,Bihar,62.98,23,Large,539.6,62.49,225,66.78,15025.5,Online,314,87.61,114.5
1434,Karnataka,436.54,43,Medium,909.0,58.44,412,62.05,25564.6,Retail,497,87.95,45.27
1435,Delhi,481.11,36,Small,374.06,63.24,319,58.71,18728.49,Online,55,28.47,101.35
1436,Gujarat,358.81,69,Large,203.66,11.33,106,10.61,1124.66,Online,97,45.78,119.65
1437,Jharkhand,484.0,18,Large,866.75,98.48,575,97.52,56074.0,Online,291,47.35,181.97
1438,Rajasthan,655.64,39,Small,579.63,41.04,279,41.78,11656.62,Retail,300,19.54,147.42
1439,Chandigarh,962.82,76,Large,644.26,28.47,4,27.9,111.6,Retail,640,77.72,176.16
1440,Delhi,127.2,78,Large,203.78,30.14,84,30.48,2560.32,Online,119,65.91,80.59
1441,Haryana,346.49,41,Small,189.67,10.68,104,15.25,1586.0,Online,85,20.68,191.64
1442,Gujarat,77.73,13,Large,715.65,86.3,81,82.49,6681.69,Retail,634,27.8,133.17
1443,Tamil Nadu,653.94,27,Medium,775.62,15.51,524,20.25,10611.0,Wholesale,251,18.41,129.69
1444,Madhya Pradesh,965.66,59,Medium,486.04,11.37,440,7.11,3128.4,Retail,46,64.11,129.42
1445,Haryana,923.6,33,Medium,573.8,83.22,299,86.17,25764.83,Retail,274,89.83,134.43
1446,Rajasthan,664.01,88,Small,962.02,29.79,930,25.09,23333.7,Online,32,53.54,109.02
1447,Gujarat,239.11,93,Medium,295.2,34.39,195,34.03,6635.85,Wholesale,100,33.64,145.99
1448,Delhi,602.52,59,Large,15.84,63.12,8,66.1,528.8,Retail,7,34.57,54.07
1449,Gujarat,409.5,92,Medium,159.69,71.53,30,68.13,2043.9,Wholesale,129,34.19,81.84
1450,Haryana,252.09,57,Medium,136.17,13.7,59,16.38,966.42,Online,77,99.15,109.75
1451,Maharashtra,471.96,83,Small,612.88,38.67,573,40.95,23464.35,Online,39,41.88,180.08
1452,Maharashtra,915.99,35,Small,839.26,63.44,749,62.65,46924.85,Retail,90,29.85,142.28
1453,Delhi,350.21,54,Small,317.23,44.38,116,42.78,4962.48,Online,201,42.49,111.31
1454,Delhi,867.87,28,Large,471.07,43.05,261,39.73,10369.53,Online,210,78.42,45.86
1455,Tamil Nadu,246.31,40,Medium,165.35,74.99,161,70.08,11282.88,Retail,4,79.39,20.93
1456,Delhi,551.53,73,Medium,630.7,97.42,98,95.66,9374.68,Online,532,93.9,107.05
1457,Haryana,712.45,30,Medium,488.64,50.09,394,49.84,19636.96,Online,94,77.62,185.9
1458,Telangana,630.81,36,Medium,58.41,18.98,4,22.22,88.88,Online,54,27.99,128.83
1459,Rajasthan,127.44,26,Medium,26.91,70.64,4,69.84,279.36,Online,22,33.32,41.91
1460,Madhya Pradesh,407.17,13,Large,480.97,44.41,7,44.03,308.21,Wholesale,473,48.27,54.68
1461,Delhi,87.48,45,Large,809.09,80.19,18,79.74,1435.32,Wholesale,791,99.05,71.54
1462,Delhi,34.2,51,Small,930.93,77.71,807,78.62,63446.34,Online,123,59.88,49.28
1463,Telangana,760.04,98,Small,786.8,23.26,122,22.17,2704.74,Wholesale,664,79.12,97.64
1464,Gujarat,452.09,79,Large,10.48,18.45,9,22.42,201.78,Online,1,74.72,93.23
1465,West Bengal,281.22,60,Large,83.33,89.57,45,93.63,4213.35,Online,38,85.63,39.43
1466,Bihar,439.55,53,Medium,869.7,25.42,495,22.22,10998.9,Wholesale,374,76.99,103.54
1467,Chandigarh,748.69,44,Small,40.95,15.39,40,18.21,728.4,Online,0,31.01,184.07
1468,Madhya Pradesh,83.04,25,Medium,568.38,23.49,193,23.69,4572.17,Online,375,50.76,93.38
1469,Kerala,199.94,99,Medium,53.95,91.47,39,96.01,3744.39,Wholesale,14,17.0,194.76
1470,Chandigarh,198.5,59,Small,269.26,37.99,239,33.71,8056.69,Retail,30,71.07,172.87
1471,Chandigarh,755.17,49,Large,274.41,76.22,229,77.55,17758.95,Online,45,44.32,39.09
1472,Delhi,144.39,67,Small,558.17,15.95,553,19.84,10971.52,Retail,5,67.8,157.44
1473,Telangana,381.95,45,Medium,769.79,51.61,306,46.97,14372.82,Retail,463,41.17,84.36
1474,Rajasthan,224.7,34,Large,985.23,24.27,540,20.46,11048.4,Wholesale,445,91.99,198.7
1475,Delhi,284.01,71,Small,353.93,36.95,86,38.85,3341.1,Retail,267,88.04,174.62
1476,Chandigarh,667.56,96,Small,532.97,54.26,422,53.18,22441.96,Retail,110,70.88,117.92
1477,Telangana,902.53,87,Medium,922.22,66.98,343,63.97,21941.71,Wholesale,579,21.95,121.19
1478,Delhi,993.77,25,Large,51.22,77.94,10,81.64,816.4,Retail,41,45.3,112.66
1479,Delhi,531.95,64,Medium,408.98,11.02,375,9.81,3678.75,Retail,33,44.29,131.08
1480,West Bengal,884.98,44,Medium,471.12,90.28,69,93.41,6445.29,Online,402,54.04,47.38
1481,Bihar,813.11,79,Medium,332.42,51.46,144,54.92,7908.48,Retail,188,96.72,156.37
1482,Chandigarh,764.92,69,Large,919.79,52.38,50,48.55,2427.5,Online,869,69.01,141.7
1483,Gujarat,126.28,20,Large,341.38,87.19,219,82.29,18021.51,Retail,122,46.92,187.79
1484,Bihar,928.34,87,Large,300.81,44.14,13,44.73,581.49,Retail,287,98.63,174.38
1485,Kerala,561.4,71,Large,129.95,65.43,119,67.93,8083.67,Online,10,39.85,43.79
1486,Chandigarh,971.23,29,Small,656.52,42.81,280,41.48,11614.4,Online,376,40.89,174.87
1487,Jharkhand,521.87,98,Medium,628.05,83.37,302,84.9,25639.8,Retail,326,93.83,184.58
1488,Kerala,653.07,72,Medium,78.24,27.84,30,22.94,688.2,Online,48,70.33,149.27
1489,Jharkhand,391.89,26,Large,836.21,11.47,157,10.78,1692.46,Retail,679,74.75,152.02
1490,Delhi,907.42,10,Large,851.91,73.89,466,70.38,32797.08,Wholesale,385,56.38,35.66
1491,Jharkhand,560.42,29,Medium,472.79,96.56,434,97.53,42328.02,Wholesale,38,11.25,192.77
1492,Bihar,113.13,83,Large,192.56,17.69,46,19.41,892.86,Retail,146,94.14,107.27
1493,Kerala,556.33,62,Medium,807.56,70.2,424,71.27,30218.48,Retail,383,92.05,56.17
1494,Karnataka,317.33,81,Large,844.94,55.54,532,53.59,28509.88,Wholesale,312,88.65,44.53
1495,Rajasthan,641.68,33,Small,889.55,82.92,200,83.85,16770.0,Online,689,82.6,27.54
1496,Haryana,747.65,50,Medium,130.61,67.82,72,64.87,4670.64,Wholesale,58,54.75,127.19
1497,Chandigarh,631.19,30,Medium,557.3,70.36,199,71.42,14212.58,Wholesale,358,82.24,69.61
1498,Jharkhand,766.05,68,Medium,358.38,10.81,248,11.74,2911.52,Online,110,64.05,175.77
1499,Maharashtra,489.95,28,Large,408.4,68.2,51,68.65,3501.15,Wholesale,357,50.1,154.69
1500,Uttar Pradesh,81.79,21,Small,700.38,71.02,42,69.67,2926.14,Online,658,70.43,137.91
1501,Gujarat,911.76,33,Medium,790.35,79.02,744,80.86,60159.84,Wholesale,46,68.48,187.1
1502,Madhya Pradesh,885.82,53,Small,378.87,26.59,324,23.9,7743.6,Wholesale,54,77.62,40.66
1503,West Bengal,654.5,35,Large,949.77,72.71,647,73.18,47347.46,Online,302,46.35,57.75
1504,Chandigarh,575.1,33,Medium,185.74,54.27,132,53.42,7051.44,Online,53,48.28,105.11
1505,Chandigarh,186.79,85,Large,490.01,98.58,343,93.75,32156.25,Retail,147,39.38,162.18
1506,Karnataka,384.94,97,Large,5.15,88.69,3,89.51,268.53,Online,2,16.28,175.78
1507,Gujarat,99.19,94,Small,471.71,47.05,425,49.06,20850.5,Retail,46,83.33,150.95
1508,Chandigarh,888.26,72,Medium,16.71,18.93,2,20.57,41.14,Retail,14,65.94,189.87
1509,Haryana,994.13,37,Small,626.79,67.87,379,63.94,24233.26,Wholesale,247,98.48,104.46
1510,Maharashtra,207.85,100,Small,570.66,93.45,503,95.64,48106.92,Online,67,35.46,78.57
1511,Karnataka,963.78,62,Medium,711.01,55.64,132,55.37,7308.84,Retail,579,88.68,56.3
1512,Rajasthan,575.8,90,Medium,598.08,42.34,38,44.33,1684.54,Wholesale,560,20.22,149.38
1513,Uttar Pradesh,929.93,29,Large,761.33,60.76,90,61.53,5537.7,Online,671,57.2,75.56
1514,Madhya Pradesh,165.52,64,Large,990.11,77.52,93,77.78,7233.54,Retail,897,14.52,137.26
1515,Haryana,630.23,43,Medium,187.99,99.7,101,104.51,10555.51,Online,86,17.38,192.07
1516,Maharashtra,471.95,94,Small,395.93,70.48,344,68.52,23570.88,Retail,51,77.22,85.26
1517,Kerala,520.3,66,Medium,384.96,82.96,71,86.25,6123.75,Online,313,75.37,48.93
1518,Jharkhand,207.08,97,Small,229.92,18.8,39,21.97,856.83,Retail,190,95.46,62.34
1519,Maharashtra,394.08,77,Medium,545.07,82.41,46,81.29,3739.34,Online,499,31.33,76.2
1520,Delhi,773.23,35,Large,503.98,82.16,82,83.17,6819.94,Wholesale,421,26.49,116.46
1521,Delhi,997.31,41,Small,921.74,55.18,453,54.76,24806.28,Retail,468,89.29,134.26
1522,Delhi,522.91,41,Medium,989.66,34.02,566,38.7,21904.2,Online,423,15.25,57.64
1523,Chandigarh,837.07,12,Large,89.02,76.79,19,79.49,1510.31,Wholesale,70,98.97,54.9
1524,Gujarat,211.65,59,Small,100.9,25.49,77,25.1,1932.7,Online,23,59.23,160.35
1525,Rajasthan,679.36,23,Medium,925.48,85.59,901,81.08,73053.08,Online,24,10.54,20.21
1526,Delhi,274.53,39,Small,38.59,96.46,9,99.1,891.9,Wholesale,29,86.67,54.25
1527,Gujarat,573.46,51,Medium,618.16,55.27,323,52.79,17051.17,Wholesale,295,45.16,97.03
1528,Maharashtra,511.61,34,Small,170.46,86.19,151,90.16,13614.16,Online,19,30.13,94.8
1529,Gujarat,757.47,29,Medium,361.21,22.27,278,18.0,5004.0,Wholesale,83,18.0,163.49
1530,Rajasthan,176.79,56,Small,822.29,32.43,102,29.5,3009.0,Retail,720,17.44,32.97
1531,Jharkhand,576.55,45,Small,484.88,59.3,16,63.57,1017.12,Wholesale,468,79.2,86.62
1532,Maharashtra,901.57,24,Large,574.44,33.02,106,37.48,3972.88,Online,468,88.45,30.79
1533,Uttar Pradesh,863.01,100,Large,131.84,89.54,95,92.95,8830.25,Retail,36,20.11,58.98
1534,Jharkhand,114.15,27,Large,559.48,28.68,557,27.09,15089.13,Retail,2,98.19,49.29
1535,Delhi,649.1,72,Large,701.54,95.85,641,96.49,61850.09,Retail,60,68.44,33.23
1536,Tamil Nadu,968.33,64,Medium,861.73,78.36,264,79.83,21075.12,Wholesale,597,60.92,38.85
1537,Jharkhand,273.67,96,Small,237.87,75.0,119,76.73,9130.87,Wholesale,118,90.84,122.61
1538,Jharkhand,530.22,77,Large,750.3,66.53,54,69.82,3770.28,Wholesale,696,73.69,46.46
1539,Uttar Pradesh,420.71,85,Small,940.46,77.24,162,77.13,12495.06,Retail,778,27.63,26.39
1540,Bihar,295.07,91,Large,384.53,50.04,332,49.82,16540.24,Retail,52,69.67,49.76
1541,Uttar Pradesh,688.98,77,Large,801.01,36.32,630,41.26,25993.8,Wholesale,171,48.48,119.65
1542,Delhi,981.58,64,Small,875.15,41.11,574,36.83,21140.42,Wholesale,301,69.0,96.09
1543,Karnataka,382.26,95,Large,34.72,63.73,9,67.71,609.39,Retail,25,15.77,190.1
1544,Chandigarh,449.46,55,Medium,736.78,61.79,243,64.75,15734.25,Wholesale,493,13.85,166.37
1545,Uttar Pradesh,768.64,32,Medium,639.67,90.12,107,86.04,9206.28,Online,532,61.31,64.13
1546,Haryana,738.35,79,Large,725.1,52.68,176,57.66,10148.16,Wholesale,549,36.46,76.44
1547,Tamil Nadu,690.77,72,Small,798.01,81.72,466,83.34,38836.44,Retail,332,22.0,186.81
1548,Madhya Pradesh,696.75,83,Large,917.01,33.49,602,30.0,18060.0,Retail,315,39.54,24.19
1549,Rajasthan,957.76,40,Large,800.74,53.25,533,50.77,27060.41,Online,267,58.26,184.2
1550,Bihar,455.27,20,Medium,433.34,70.18,354,68.48,24241.92,Wholesale,79,79.0,194.15
1551,Delhi,130.98,27,Small,746.02,55.97,32,56.71,1814.72,Retail,714,86.9,28.0
1552,Gujarat,43.23,36,Large,406.06,54.94,184,55.2,10156.8,Wholesale,222,72.68,196.07
1553,Delhi,135.23,28,Large,799.53,70.99,281,66.9,18798.9,Retail,518,91.2,163.07
1554,Maharashtra,257.18,55,Small,829.53,40.81,779,44.37,34564.23,Wholesale,50,23.88,46.98
1555,Delhi,533.8,25,Medium,694.99,59.73,5,63.17,315.85,Wholesale,689,65.75,50.63
1556,Chandigarh,685.26,44,Medium,574.02,21.7,335,16.95,5678.25,Retail,239,60.73,105.84
1557,Gujarat,986.48,98,Small,498.82,34.81,426,39.01,16618.26,Online,72,52.27,73.81
1558,Kerala,757.1,53,Large,960.92,12.06,12,9.8,117.6,Wholesale,948,61.51,30.77
1559,Delhi,88.02,56,Large,146.73,90.03,51,89.91,4585.41,Wholesale,95,39.84,86.76
1560,Jharkhand,270.44,98,Large,190.11,27.97,119,31.9,3796.1,Online,71,66.7,75.86
1561,Tamil Nadu,440.84,53,Medium,70.77,69.59,34,65.61,2230.74,Wholesale,36,23.59,69.05
1562,Maharashtra,87.32,87,Small,48.19,62.84,23,66.17,1521.91,Online,25,84.89,154.33
1563,West Bengal,466.28,67,Small,397.18,13.14,206,13.87,2857.22,Online,191,27.72,137.19
1564,Kerala,293.71,36,Large,873.38,99.48,826,102.71,84838.46,Retail,47,67.01,189.06
1565,Jharkhand,23.96,88,Medium,152.98,66.77,24,67.24,1613.76,Wholesale,128,95.96,78.85
1566,Gujarat,405.64,24,Medium,829.98,12.57,683,8.75,5976.25,Retail,146,42.17,193.06
1567,Kerala,663.67,17,Large,696.71,90.94,489,93.84,45887.76,Retail,207,15.66,102.23
1568,Chandigarh,979.67,62,Medium,161.84,26.06,88,30.06,2645.28,Wholesale,73,94.93,56.29
1569,Bihar,358.15,49,Small,277.38,51.52,252,48.51,12224.52,Wholesale,25,94.7,91.89
1570,Jharkhand,958.51,65,Large,422.98,88.31,15,92.41,1386.15,Retail,407,61.39,58.24
1571,Jharkhand,669.92,46,Medium,30.61,41.35,29,40.68,1179.72,Retail,1,39.51,47.79
1572,Maharashtra,636.43,54,Medium,93.2,62.7,59,62.77,3703.43,Wholesale,34,39.28,169.37
1573,Madhya Pradesh,671.36,74,Small,741.2,58.22,320,53.32,17062.4,Retail,421,88.13,121.69
1574,Haryana,595.97,99,Medium,87.62,69.53,29,64.93,1882.97,Online,58,81.99,138.49
1575,Rajasthan,685.13,91,Small,748.13,20.51,234,17.54,4104.36,Wholesale,514,40.79,163.28
1576,Haryana,88.8,72,Small,853.7,12.46,591,11.25,6648.75,Retail,262,29.68,150.61
1577,Gujarat,285.34,30,Small,129.35,50.18,51,54.49,2778.99,Wholesale,78,98.41,171.19
1578,Gujarat,971.27,38,Medium,402.28,52.1,142,48.44,6878.48,Wholesale,260,68.84,123.23
1579,Maharashtra,699.77,72,Large,634.43,78.77,195,83.52,16286.4,Wholesale,439,57.39,35.68
1580,Delhi,450.54,67,Small,246.86,67.18,72,71.16,5123.52,Wholesale,174,54.9,56.18
1581,West Bengal,702.66,79,Large,260.07,28.74,99,26.1,2583.9,Wholesale,161,23.86,103.08
1582,Gujarat,520.52,19,Small,531.02,16.23,168,13.49,2266.32,Wholesale,363,57.61,138.6
1583,Chandigarh,64.88,78,Medium,348.64,20.88,340,16.56,5630.4,Online,8,89.47,24.44
1584,Tamil Nadu,902.72,85,Small,498.65,29.94,160,29.19,4670.4,Online,338,48.83,35.13
1585,Haryana,346.9,46,Large,804.58,58.06,604,53.2,32132.8,Retail,200,21.0,71.54
1586,Chandigarh,364.38,60,Small,17.84,22.26,8,22.0,176.0,Online,9,40.42,54.18
1587,Tamil Nadu,959.48,97,Small,62.91,65.25,60,66.09,3965.4,Retail,2,76.98,45.53
1588,Rajasthan,238.66,40,Medium,25.91,50.55,14,51.79,725.06,Online,11,49.94,53.85
1589,Maharashtra,587.31,57,Large,919.04,85.39,566,89.58,50702.28,Retail,353,11.61,164.39
1590,Delhi,699.89,15,Small,871.01,12.19,483,8.44,4076.52,Wholesale,388,77.55,134.22
1591,Gujarat,483.16,51,Medium,401.52,31.23,258,26.7,6888.6,Wholesale,143,71.22,48.72
1592,Delhi,649.69,36,Large,102.76,49.96,63,53.47,3368.61,Online,39,83.23,92.95
1593,Rajasthan,684.06,93,Large,661.05,89.26,615,89.03,54753.45,Wholesale,46,61.16,48.73
1594,Rajasthan,354.43,37,Medium,960.01,89.61,190,92.81,17633.9,Wholesale,770,41.75,78.37
1595,Gujarat,956.49,60,Medium,65.24,14.02,36,14.06,506.16,Retail,29,10.21,67.81
1596,Gujarat,193.51,88,Large,823.85,43.48,578,42.66,24657.48,Online,245,66.24,66.53
1597,Tamil Nadu,968.45,82,Large,924.36,88.1,908,86.3,78360.4,Wholesale,16,51.92,198.63
1598,Kerala,333.56,54,Large,726.06,29.77,460,32.22,14821.2,Online,266,70.3,151.52
1599,Gujarat,303.89,78,Small,202.6,75.88,98,79.35,7776.3,Online,104,23.12,123.63
1600,Chandigarh,792.86,88,Large,31.65,83.16,6,81.13,486.78,Retail,25,37.81,81.95
1601,Chandigarh,633.62,53,Small,936.38,22.95,570,25.18,14352.6,Wholesale,366,89.81,73.82
1602,Kerala,531.72,96,Small,664.52,24.66,486,27.96,13588.56,Online,178,81.76,177.23
1603,Delhi,771.11,30,Medium,168.5,74.9,62,73.13,4534.06,Wholesale,106,36.31,62.68
1604,Karnataka,873.8,55,Medium,6.17,35.15,2,32.64,65.28,Retail,4,15.8,46.34
1605,Maharashtra,924.21,10,Small,971.81,29.07,130,31.04,4035.2,Retail,841,87.25,41.97
1606,West Bengal,906.5,52,Medium,551.86,48.31,328,45.74,15002.72,Retail,223,71.87,176.45
1607,Telangana,679.12,94,Small,8.47,92.89,4,94.61,378.44,Online,4,30.33,47.43
1608,Uttar Pradesh,644.74,10,Large,763.68,17.66,119,21.59,2569.21,Retail,644,53.54,102.64
1609,Haryana,672.38,70,Medium,838.26,35.31,586,37.93,22226.98,Retail,252,96.55,44.84
1610,Delhi,367.26,58,Small,213.11,45.26,62,44.52,2760.24,Online,151,36.73,24.09
1611,Jharkhand,926.19,27,Large,541.51,30.14,273,28.02,7649.46,Retail,268,43.87,165.22
1612,Rajasthan,567.09,22,Large,438.0,55.27,69,59.81,4126.89,Online,369,77.33,145.35
1613,Delhi,444.39,84,Large,912.66,42.91,653,43.14,28170.42,Online,259,82.31,76.15
1614,Uttar Pradesh,545.54,68,Medium,481.22,72.45,464,77.2,35820.8,Wholesale,17,85.71,187.38
1615,Gujarat,407.66,99,Medium,237.84,26.68,118,28.48,3360.64,Online,119,66.69,191.73
